"","X","Rank","Player","Age","Tm","First","Pts.Won","Pts.Max","Share","G","MP","PTS","TRB","AST","STL","BLK","FG.","X3P.","FT.","WS","WS.48","season","player_id","poss","mp","raptor_offense","raptor_defense","raptor_total","war_total","war_reg_season","war_playoffs","predator_offense","predator_defense","predator_total","pace_impact"
"89",85,"5","Allen Iverson",29,"PHI",2,240,1270,0.189,75,42.3,30.7,4,7.9,2.4,0.1,0.424,0.308,0.835,9,0.136,2005,"iversal01",6788,3412,2.771129165,-0.657938824,2.113190341,8.484441869,7.717948728,0.766493141,3.141408412,-0.163182322,2.978226091,-0.168795379
"90",86,"6","LeBron James",20,"CLE",0,93,1270,0.073,80,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203,2005,"jamesle01",6404,3388,5.094678357,1.423964185,6.518642542,15.95042997,15.95042997,0,5.324233376,1.480191196,6.804424572,-0.407580049
"91",87,"7","Tracy McGrady",25,"HOU",0,44,1270,0.035,78,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12,0.18,2005,"mcgratr01",6508,3483,4.677866136,1.711061072,6.388927208,16.27846349,14.54099416,1.737469321,5.07285889,1.870984363,6.943843253,-0.106476678
"92",88,"8","Dwyane Wade",23,"MIA",0,43,1270,0.034,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11,0.177,2005,"wadedw01",6775,3545,3.664304847,0.296199457,3.960504304,12.17712006,9.875969163,2.301150896,3.771458195,0.439412455,4.21087065,-0.239868432
"93",89,"9T","Amar'e Stoudemire",22,"PHO",1,41,1270,0.032,80,36.1,26,8.9,1.6,1,1.6,0.559,0.188,0.733,14.6,0.243,2005,"stoudam01",7030,3490,3.49240029,-0.606373345,2.886026945,10.04514385,8.399414596,1.645729252,3.769388334,-0.163642731,3.605745603,-0.349767049
"94",90,"9T","Ray Allen",29,"SEA",0,41,1270,0.032,78,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,10.7,0.168,2005,"allenra02",6490,3500,6.128334103,-1.40147961,4.726854493,13.388273,11.143558,2.244714998,6.359399443,-1.203899595,5.155499848,-0.184185368
"95",91,"11","Kevin Garnett",28,"MIN",0,15,1270,0.012,82,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248,2005,"garneke01",5860,3121,4.557452518,3.023751746,7.581204265,16.28988559,16.28988559,0,4.718698098,3.228541886,7.947239984,-0.899840261
"96",92,"12","Gilbert Arenas",23,"WAS",0,4,1270,0.003,80,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169,2005,"arenagi01",7339,3724,4.523299506,-1.184598025,3.338701482,11.6392294,10.48343493,1.155794471,4.737701853,-0.31457563,4.423126223,0.252913336
"97",93,"13","Vince Carter",28,"TOT",0,3,1270,0.002,77,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159,2005,"cartevi01",5701,3007,2.703036445,0.691681607,3.394718052,9.575629156,9.222563337,0.353065818,2.754748882,0.981041993,3.735790875,0.912822418
"98",95,"14T","Marcus Camby",30,"DEN",0,1,1270,0.001,66,30.5,10.3,10,2.3,0.9,3,0.465,0,0.723,5.8,0.138,2005,"cambyma01",4322,2199,-2.164622476,3.403807339,1.239184863,4.434048538,4.302930587,0.131117952,-1.888377231,3.087178638,1.198801408,-0.759835127
"99",96,"14T","Shawn Marion",26,"PHO",0,1,1270,0.001,81,38.8,19.4,11.3,1.9,2,1.5,0.476,0.334,0.833,12.5,0.191,2005,"mariosh01",7617,3781,3.119801977,1.815193812,4.934995789,14.802498,12.73960009,2.062897914,3.794869324,2.400893428,6.195762752,-0.477668661
"100",97,"1","Steve Nash",31,"PHO",57,924,1250,0.739,79,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,2006,"nashst01",7196,3594,6.510774594,-1.036545506,5.474229089,14.99529771,11.8462849,3.149012811,6.114857567,-1.512265822,4.602591745,-1.037547684
"101",98,"2","LeBron James",21,"CLE",16,688,1250,0.55,79,42.5,31.4,7,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,2006,"jamesle01",7452,3965,6.415884113,0.840637535,7.256521648,20.23541443,18.05391633,2.181498099,6.492075985,0.916880157,7.408956142,-0.123552575
"102",99,"3","Dirk Nowitzki",27,"DAL",14,544,1250,0.435,81,38.1,26.6,9,2.8,0.7,1,0.48,0.406,0.901,17.7,0.275,2006,"nowitdi01",7557,4072,5.932919341,0.370503941,6.303423282,18.79862263,13.44831419,5.350308442,6.163301427,0.380841414,6.544142841,-0.803046673
"103",100,"4","Kobe Bryant",27,"LAL",22,483,1250,0.386,80,41,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,2006,"bryanko01",6884,3591,6.696956311,-0.641639248,6.055317063,16.192439,15.55741988,0.635019117,6.916755538,-0.056307486,6.860448052,0.183809255
"104",101,"5","Chauncey Billups",29,"DET",15,430,1250,0.344,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,2006,"billuch01",6611,3630,6.536574306,-0.950099502,5.586474804,15.38496229,12.73788644,2.647075856,6.238447608,-0.642932293,5.595515315,-0.730761324
"105",102,"6","Dwyane Wade",24,"MIA",0,87,1250,0.07,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,2006,"wadedw01",7407,3851,6.399514799,2.758030337,9.157545137,23.5463391,17.19031285,6.35602625,6.177998995,2.832040798,9.010039793,-0.184465779
"106",103,"7","Elton Brand",26,"LAC",1,50,1250,0.04,79,39.2,24.7,10,2.6,1,2.5,0.527,0.333,0.775,14.8,0.229,2006,"brandel01",7002,3616,3.522706776,1.706875113,5.229581888,14.6371882,11.93625546,2.700932742,3.512384102,1.733055275,5.245439376,-0.968784291
"107",104,"8","Tim Duncan",29,"SAS",0,33,1250,0.026,80,34.8,18.6,11,3.2,0.9,2,0.484,0.4,0.629,10.8,0.187,2006,"duncati01",6109,3277,1.462849637,3.578942573,5.041792211,13.04199317,10.10572183,2.936271336,1.862360775,3.288924168,5.151284942,-0.561590838
"108",105,"9","Tony Parker",23,"SAS",0,9,1250,0.007,80,33.9,18.9,3.3,5.8,1,0.1,0.548,0.306,0.707,9.6,0.169,2006,"parketo01",5947,3190,2.31034643,0.281717336,2.592063765,8.680118467,8.011778874,0.668339593,2.254765024,0.305655291,2.560420315,-0.346813197
"109",106,"10T","Allen Iverson",30,"PHI",0,1,1250,0.001,72,43.1,33,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,2006,"iversal01",6061,3103,4.6792052,-0.960148217,3.719056983,10.18422318,10.18422318,0,4.84680719,-0.420584598,4.426222592,-0.512377378
"110",107,"10T","Shawn Marion",27,"PHO",0,1,1250,0.001,81,40.3,21.8,11.8,1.8,2,1.7,0.525,0.331,0.809,14.6,0.214,2006,"mariosh01",8238,4112,2.184192485,2.940178617,5.124371102,16.51400475,13.43935597,3.074648776,2.859552602,3.39416426,6.253716862,-0.46487658
"111",108,"1","Dirk Nowitzki",28,"DAL",83,1138,1290,0.882,78,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278,2007,"nowitdi01",5788,3059,5.521601286,0.427274107,5.948875393,13.4981743,12.75186979,0.746304512,5.540255302,0.411016981,5.951272283,-0.766870385
"112",109,"2","Steve Nash",32,"PHO",44,1013,1290,0.785,76,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225,2007,"nashst01",6222,3095,7.520648513,-1.200076996,6.320571517,14.20991254,12.51417989,1.69573265,7.176233698,-1.668943335,5.507290363,-1.044039085
"113",110,"3","Kobe Bryant",28,"LAL",2,521,1290,0.404,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13,0.199,2007,"bryanko01",6615,3355,5.814958023,-0.184769524,5.630188498,14.34414117,13.7157986,0.628342569,5.850883237,0.163651025,6.014534263,-0.150351606
"114",111,"4","Tim Duncan",30,"SAS",0,286,1290,0.222,80,34.1,20,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13,0.23,2007,"duncati01",6537,3462,2.245433035,4.996011198,7.241444234,17.63161797,14.02295513,3.608662839,2.581425956,4.338412089,6.919838045,-0.651717734
"115",112,"5","LeBron James",22,"CLE",0,183,1290,0.142,78,40.9,27.3,6.7,6,1.6,0.7,0.476,0.319,0.698,13.7,0.206,2007,"jamesle01",7717,4083,4.632207144,2.641377662,7.273584806,21.01817691,15.99684927,5.021327641,4.681354315,2.435116036,7.116470351,-0.138090935
"116",113,"6","Tracy McGrady",27,"HOU",0,110,1290,0.085,71,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163,2007,"mcgratr01",5370,2819,3.603182883,0.280167673,3.883350555,9.544326174,8.984859209,0.559466965,3.866184213,0.201904719,4.068088932,-0.004184856
"117",114,"7","Chris Bosh",22,"TOR",0,43,1290,0.033,69,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174,2007,"boshch01",5608,2880,0.951137244,0.376574556,1.3277118,5.933332332,5.778128556,0.155203776,1.124957584,0.445301831,1.570259415,-0.821968022
"118",115,"8","Gilbert Arenas",25,"WAS",0,31,1290,0.024,74,39.8,28.4,4.6,6,1.9,0.2,0.418,0.351,0.844,10.8,0.177,2007,"arenagi01",5834,2942,6.172511025,0.066437618,6.238948643,13.55784962,13.55784962,0,6.715064766,0.870105064,7.58516983,0.450726654
"119",117,"9T","Kevin Garnett",30,"MIN",0,7,1290,0.005,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,2007,"garneke01",5743,2995,2.169539081,3.643920186,5.813459266,12.97246375,12.97246375,0,2.240531539,3.38507517,5.625606709,-0.802914257
"120",118,"11","Chauncey Billups",30,"DET",0,4,1290,0.003,70,36.2,17,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216,2007,"billuch01",5833,3182,5.703849022,-0.346499889,5.357349133,13.19351554,10.75738623,2.436129312,5.507742923,0.142472103,5.650215027,-0.257575064
"121",120,"12T","Dwyane Wade",25,"MIA",0,3,1290,0.002,51,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219,2007,"wadedw01",3971,2093,4.722512007,1.00699054,5.729502547,9.042442024,9.213831049,-0.171389025,4.566817401,1.112345087,5.679162488,-0.198923132
"122",121,"14","Amar'e Stoudemire",24,"PHO",0,2,1290,0.002,82,32.8,20.4,9.6,1,1,1.3,0.575,0,0.781,11.2,0.201,2007,"stoudam01",6097,3032,0.719690643,0.309530103,1.029220746,5.897218096,4.37733331,1.519884786,1.225118297,0.599890515,1.825008812,-0.11877282
"123",122,"15T","Carmelo Anthony",22,"DEN",0,1,1290,0.001,65,38.2,28.9,6,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14,2007,"anthoca01",5490,2696,3.152910243,-1.862011098,1.290899144,5.582432827,4.987032553,0.595400275,3.223195406,-1.526443012,1.696752394,-0.126318705
"124",123,"15T","Baron Davis",27,"GSW",0,1,1290,0.001,63,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139,2007,"davisba01",5537,2666,4.227296732,2.04549347,6.272790202,12.45360294,9.238012109,3.215590828,4.430448614,2.426725598,6.857174212,0.286124783
"125",124,"15T","Tony Parker",24,"SAS",0,1,1290,0.001,77,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185,2007,"parketo01",6136,3250,1.86411872,-0.198188728,1.665929992,7.304773623,6.28076134,1.024012283,1.898623679,0.127682289,2.026305968,-0.523469449
"126",125,"1","Kobe Bryant",29,"LAL",82,1100,1260,0.873,82,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,2008,"bryanko01",8116,4055,6.051651061,1.153104666,7.204755726,20.75677008,16.03590165,4.720868427,6.433559184,1.521123595,7.954682779,0.05386977
"127",126,"2","Chris Paul",22,"NOH",28,894,1260,0.71,80,37.6,21.1,4,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,2008,"paulch01",6582,3492,9.040851852,0.968720838,10.00957269,22.77211369,19.19661635,3.575497337,9.022064057,2.111864359,11.13392842,-0.333080638
"128",127,"3","Kevin Garnett",31,"BOS",15,670,1260,0.532,71,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0,0.801,12.9,0.265,2008,"garneke01",6246,3315,2.859439639,4.955688263,7.815127901,17.88511762,12.90798948,4.977128141,2.96389919,4.488904065,7.452803255,-0.568968865
"129",128,"4","LeBron James",23,"CLE",1,438,1260,0.348,75,40.4,30,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242,2008,"jamesle01",6753,3579,6.802467,1.626495475,8.428962475,20.49272427,17.52677363,2.965950635,6.839819449,1.65439352,8.494212969,0.015236558
"130",129,"5","Dwight Howard",22,"ORL",0,60,1260,0.048,82,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0,0.59,12.9,0.2,2008,"howardw01",6854,3509,0.627842058,2.163505364,2.791347422,9.964824436,8.53369981,1.431124626,1.007176742,2.224662347,3.231839088,-0.098060558
"131",130,"6","Amar'e Stoudemire",25,"PHO",0,27,1260,0.021,79,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,0.262,2008,"stoudam01",5853,2881,3.608419212,0.081288398,3.68970761,9.438088377,9.151898703,0.286189674,3.700945879,0.561223929,4.262169808,-0.188974413
"132",131,"7","Tim Duncan",31,"SAS",0,25,1260,0.02,78,34,19.3,11.3,2.8,0.7,1.9,0.497,0,0.73,11.1,0.201,2008,"duncati01",6217,3317,0.874232314,4.296832261,5.171064575,13.36334195,10.78955411,2.573787847,1.143346635,3.921831977,5.065178612,-0.839087076
"133",132,"8","Tracy McGrady",28,"HOU",0,19,1260,0.015,66,37,21.6,5.1,5.9,1,0.5,0.419,0.292,0.684,5.8,0.115,2008,"mcgratr01",5089,2687,2.03438348,0.577414784,2.611798264,7.38669994,6.35795782,1.02874212,2.255679877,0.444615721,2.700295598,-0.201272627
"134",133,"9","Steve Nash",33,"PHO",0,18,1260,0.014,81,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,0.181,2008,"nashst01",6022,2963,6.832862505,-1.622864537,5.209997968,11.91703409,11.29941494,0.617619146,6.481103843,-2.060816595,4.420287248,-0.997927887
"135",135,"11","Dirk Nowitzki",29,"DAL",0,5,1260,0.004,77,36,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,12.9,0.223,2008,"nowitdi01",5650,2980,4.635470674,0.928716881,5.564187555,12.61310378,11.62584654,0.987257244,4.802838846,0.893449824,5.696288671,-0.440589366
"136",136,"12","Deron Williams",23,"UTA",0,4,1260,0.003,82,37.3,18.8,3,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177,2008,"willide01",6971,3572,5.465372546,-0.862864332,4.602508214,13.40467184,11.06663375,2.338038097,5.404300118,-0.803010014,4.601290104,-0.553587661
"137",137,"13","Carmelo Anthony",23,"DEN",0,3,1260,0.002,77,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,8.2,0.14,2008,"anthoca01",6195,2952,1.947506335,-1.355296639,0.592209697,5.020637804,5.126354435,-0.105716631,2.122889275,-1.089752436,1.033136839,-0.049473319
"138",138,"14T","Carlos Boozer",26,"UTA",0,1,1260,0.001,81,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0,0.738,10.2,0.173,2008,"boozeca01",6380,3268,1.858683748,-0.417493911,1.441189836,6.931941216,7.129004384,-0.197063169,2.316313706,0.033309121,2.349622827,-0.035986163
"139",139,"14T","Antawn Jamison",31,"WAS",0,1,1260,0.001,79,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,9.2,0.144,2008,"jamisan01",6212,3298,2.257053448,0.159799827,2.416853275,8.691913209,8.217080687,0.474832522,2.831314303,0.761890803,3.593205106,-0.142433763
"140",140,"14T","Paul Pierce",30,"BOS",0,1,1260,0.001,80,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207,2008,"piercpa01",7297,3864,3.947613515,1.534757308,5.482370823,16.32238289,12.62218167,3.700201224,4.034176451,1.316256958,5.35043341,0.079123545
"141",141,"14T","Rasheed Wallace",33,"DET",0,1,1260,0.001,77,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155,2008,"wallara01",5360,2931,-0.294722043,4.48923424,4.194512197,10.45559245,8.754747361,1.700845091,0.697026695,4.455708719,5.152735414,0.301151988
"142",142,"1","LeBron James",24,"CLE",109,1172,1210,0.969,81,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,2009,"jamesle01",6760,3634,9.334993762,3.245820847,12.58081461,28.52525948,22.79505684,5.730202644,9.408782313,2.868373513,12.27715583,-0.344555623
"143",143,"2","Kobe Bryant",30,"LAL",2,698,1210,0.577,82,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206,2009,"bryanko01",7687,3900,5.905903594,0.790464766,6.69636836,18.9599663,13.13105042,5.828915882,6.045646415,0.984931868,7.030578283,-0.24220496
"144",144,"3","Dwyane Wade",27,"MIA",7,680,1210,0.562,79,38.6,30.2,5,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232,2009,"wadedw01",6270,3333,7.081242324,2.31074139,9.391983714,20.63252791,19.26842564,1.364102264,6.97741,2.291886567,9.269296567,-0.089608095
"145",145,"4","Dwight Howard",23,"ORL",1,328,1210,0.271,79,35.7,20.6,13.8,1.4,1,2.9,0.572,0,0.594,13.8,0.234,2009,"howardw01",7184,3724,0.725677494,4.375458232,5.101135727,15.01442707,11.01702142,3.997405649,0.999317079,4.179789019,5.179106097,-0.205376321
"146",146,"5","Chris Paul",23,"NOH",2,192,1210,0.159,78,38.5,22.8,5.5,11,2.8,0.1,0.503,0.364,0.868,18.3,0.292,2009,"paulch01",5934,3203,8.195174738,3.653223158,11.8483979,23.82479393,23.57188188,0.252912046,7.845714538,4.24740332,12.09311786,-0.274466707
"147",147,"6","Chauncey Billups",32,"TOT",0,33,1210,0.027,79,35.3,17.7,3,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174,2009,"billuch01",6736,3408,5.092921311,-1.640615163,3.452306148,10.93182203,7.793286462,3.138535571,4.902282426,-1.162542413,3.739740013,0.447041682
"148",148,"7","Paul Pierce",31,"BOS",0,21,1210,0.017,81,37.5,20.5,5.6,3.6,1,0.3,0.457,0.391,0.83,10.3,0.164,2009,"piercpa01",6853,3591,1.7849531,0.733777652,2.518730752,9.688041145,8.498917451,1.189123694,1.936504222,0.605697154,2.542201375,-0.042507418
"149",149,"8","Tony Parker",26,"SAS",0,9,1210,0.007,72,34.1,22,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,0.168,2009,"parketo01",4902,2637,3.587363227,-0.02816499,3.559198237,8.460277888,7.772598713,0.687679176,3.403727341,0.086283334,3.490010674,-0.575903996
"150",150,"9","Brandon Roy",24,"POR",0,7,1210,0.006,78,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223,2009,"roybr01",5719,3141,5.839495873,0.395293004,6.234788877,14.31229787,13.39819043,0.914107434,5.665413442,0.444389042,6.109802485,-0.692743916
"151",151,"10","Dirk Nowitzki",30,"DAL",0,3,1210,0.002,81,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171,2009,"nowitdi01",6627,3444,2.188568477,-0.143934597,2.044633881,8.439488546,6.544258055,1.895230491,2.43945263,0.012333198,2.451785829,-0.625102084
"152",152,"11","Tim Duncan",32,"SAS",0,2,1210,0.002,75,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0,0.692,10.1,0.191,2009,"duncati01",4998,2688,0.635514163,3.280681787,3.91619595,9.069960515,8.614418984,0.455541531,0.905171354,2.884925912,3.790097266,-0.836828674
"153",153,"12","Yao Ming",28,"HOU",0,1,1210,0.001,77,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1,0.866,10.6,0.196,2009,"mingya01",5516,2912,0.598204623,3.525210964,4.123415587,10.1998461,8.858747614,1.341098484,0.499090254,2.911579684,3.410669939,-0.521776784
"154",154,"1","LeBron James",25,"CLE",116,1205,1230,0.98,76,39,29.7,7.3,8.6,1.6,1,0.503,0.333,0.767,18.5,0.299,2010,"jamesle01",6611,3426,9.196731423,2.250083757,11.44681518,24.81281621,21.80502538,3.007790833,9.158159023,1.967559351,11.12571837,-0.376950737
"155",155,"2","Kevin Durant",21,"OKC",4,609,1230,0.495,82,39.5,30.1,7.6,2.8,1.4,1,0.476,0.365,0.9,16.1,0.238,2010,"duranke01",6795,3470,5.202070753,1.802995972,7.005066725,17.19781413,16.77985266,0.417961474,5.060888579,1.385219442,6.446108021,-0.336266998
"156",156,"3","Kobe Bryant",31,"LAL",0,599,1230,0.487,73,38.8,27,5.4,5,1.5,0.3,0.456,0.329,0.811,9.4,0.16,2010,"bryanko01",7287,3758,4.248726021,1.093790366,5.342516387,15.70856927,10.7461469,4.962422364,4.474323474,1.242222573,5.716546048,0.046163
